SPECIES_NAME,METRIC_NAME,VALUE
Atlantic bonito,Reported Catch (Tonnes),97910.398966988
Atlantic bonito,Subsistence Catch (Tonnes),2511.722671158
Atlantic bonito,Unreported Catch (Tonnes),39562.820923278
Atlantic bonito,bottom trawl Catch (Tonnes),1944.065207626
Atlantic bonito,gillnets Catch (Tonnes),1590.628493606
Atlantic bonito,longline Catch (Tonnes),6418.052413983
Atlantic bonito,other Catch (Tonnes),147.12302504
Atlantic bonito,pelagic trawl Catch (Tonnes),4.053362151
Atlantic bonito,purse seine Catch (Tonnes),91508.626280188
Atlantic bonito,small scale Catch (Tonnes),31791.521360715
Atlantic bonito,unknown Catch (Tonnes),4069.149746957
Atlantic bumper,Artisanal Catch (Tonnes),30435.988805272
Atlantic bumper,Discards Catch (Tonnes),49378.39999992
Atlantic bumper,Industrial Catch (Tonnes),66039.072102313
Atlantic bumper,Landings Catch (Tonnes),47487.02133274
Atlantic bumper,Recreational Catch (Tonnes),88.55510754
Atlantic bumper,Reported Catch (Tonnes),41206.731237934
Atlantic bumper,Subsistence Catch (Tonnes),301.805317535
Atlantic bumper,Unreported Catch (Tonnes),55658.690094726
Atlantic bumper,bottom trawl Catch (Tonnes),46475.228020014
Atlantic bumper,gillnets Catch (Tonnes),1026.648686948
Atlantic bumper,longline Catch (Tonnes),57.425057209
Atlantic bumper,other Catch (Tonnes),8824.586089
Atlantic bumper,purse seine Catch (Tonnes),348.42516886
Atlantic bumper,small scale Catch (Tonnes),36658.265839567
Atlantic bumper,unknown Catch (Tonnes),3474.842471062
Atlantic chub mackerel,Artisanal Catch (Tonnes),7994.998964368
Atlantic chub mackerel,FishSource Score: Current Stock Health,6
Atlantic chub mackerel,FishSource Score: Future Stock Health,6
Atlantic chub mackerel,FishSource Score: Managers Compliance,5
Atlantic chub mackerel,Industrial Catch (Tonnes),41318.124200601
Atlantic chub mackerel,Landings Catch (Tonnes),51010.610893218
Atlantic chub mackerel,Recreational Catch (Tonnes),1690.861099002
Atlantic chub mackerel,Reported Catch (Tonnes),27004.111242463
Atlantic chub mackerel,Subsistence Catch (Tonnes),6.626629246
Atlantic chub mackerel,Unreported Catch (Tonnes),24006.499650754
Atlantic chub mackerel,bottom trawl Catch (Tonnes),605.251901293
Atlantic chub mackerel,gillnets Catch (Tonnes),99.434387668
Atlantic chub mackerel,longline Catch (Tonnes),23.644056066
Atlantic chub mackerel,other Catch (Tonnes),42.559486683
Atlantic chub mackerel,purse seine Catch (Tonnes),1629.583757537
Atlantic chub mackerel,small scale Catch (Tonnes),24400.234017818
Atlantic chub mackerel,unknown Catch (Tonnes),24209.903286152
Atlantic cod,Artisanal Catch (Tonnes),164629.038497555
Atlantic cod,Discards Catch (Tonnes),40713.526350772
Atlantic cod,FishSource Score: Current Stock Health,4.168281938
Atlantic cod,FishSource Score: Fishers Compliance,8.207116105
Atlantic cod,FishSource Score: Future Stock Health,4.709924488
Atlantic cod,FishSource Score: Management Quality,5.039901961
Atlantic cod,FishSource Score: Managers Compliance,3.463951311
Atlantic cod,Industrial Catch (Tonnes),1115690.12802217
Atlantic cod,Landings Catch (Tonnes),1305359.36449727
Atlantic cod,Recreational Catch (Tonnes),42046.56516581
Atlantic cod,Reported Catch (Tonnes),1190460.87339155
Atlantic cod,Subsistence Catch (Tonnes),23707.1591625
Atlantic cod,Unreported Catch (Tonnes),155612.017456483
Atlantic cod,bottom trawl Catch (Tonnes),423728.975577427
Atlantic cod,gillnets Catch (Tonnes),101990.929500449
Atlantic cod,longline Catch (Tonnes),207962.044625347
Atlantic cod,other Catch (Tonnes),18278.331122677
Atlantic cod,pelagic trawl Catch (Tonnes),313.022745926
Atlantic cod,purse seine Catch (Tonnes),87253.995175182
Atlantic cod,small scale Catch (Tonnes),216277.403393844
Atlantic cod,unknown Catch (Tonnes),290268.188707185
Atlantic flyingfish,Landings Catch (Tonnes),641.7295027
Atlantic flyingfish,Subsistence Catch (Tonnes),641.7295027
Atlantic flyingfish,Unreported Catch (Tonnes),641.7295027
Atlantic flyingfish,small scale Catch (Tonnes),641.7295027
Atlantic goliath grouper,Artisanal Catch (Tonnes),1347.243740788
Atlantic goliath grouper,Industrial Catch (Tonnes),27.677791497
Atlantic goliath grouper,Landings Catch (Tonnes),1422.654194211
Atlantic goliath grouper,Reported Catch (Tonnes),887.483015111
Atlantic goliath grouper,Subsistence Catch (Tonnes),47.732661926
Atlantic goliath grouper,Unreported Catch (Tonnes),535.1711791
Atlantic goliath grouper,bottom trawl Catch (Tonnes),19.558926093
Atlantic goliath grouper,gillnets Catch (Tonnes),7.68879659
Atlantic goliath grouper,longline Catch (Tonnes),0.4300688139
Atlantic goliath grouper,small scale Catch (Tonnes),1394.976402714
Atlantic halibut,Artisanal Catch (Tonnes),3865.363816356
Atlantic halibut,Discards Catch (Tonnes),7656.310092142
Atlantic halibut,FishSource Score: Current Stock Health,6.991666667
Atlantic halibut,FishSource Score: Fishers Compliance,5.983333333
Atlantic halibut,FishSource Score: Future Stock Health,8.883333333
Atlantic halibut,FishSource Score: Management Quality,7.533333333
Atlantic halibut,FishSource Score: Managers Compliance,5.75
Atlantic halibut,Industrial Catch (Tonnes),9674.014012335
Atlantic halibut,Landings Catch (Tonnes),6111.401621309
Atlantic halibut,Recreational Catch (Tonnes),28.54834196
Atlantic halibut,Reported Catch (Tonnes),5853.355575238
Atlantic halibut,Subsistence Catch (Tonnes),199.7855428
Atlantic halibut,Unreported Catch (Tonnes),7914.356138213
Atlantic halibut,bottom trawl Catch (Tonnes),9501.865727048
Atlantic halibut,gillnets Catch (Tonnes),1409.95434901
Atlantic halibut,longline Catch (Tonnes),2494.25380123
Atlantic halibut,other Catch (Tonnes),24.976528607
Atlantic halibut,purse seine Catch (Tonnes),43.400704243
Atlantic halibut,small scale Catch (Tonnes),259.835437627
Atlantic halibut,unknown Catch (Tonnes),33.425165686
Atlantic herring,Artisanal Catch (Tonnes),133656.902413073
Atlantic herring,Discards Catch (Tonnes),20383.041540237
Atlantic herring,FishSource Score: Current Stock Health,7.521052632
Atlantic herring,FishSource Score: Fishers Compliance,9.541553637
Atlantic herring,FishSource Score: Future Stock Health,8.789110708
Atlantic herring,FishSource Score: Management Quality,8.377034884
Atlantic herring,FishSource Score: Managers Compliance,7.484512684
Atlantic herring,Industrial Catch (Tonnes),1484678.31444913
Atlantic herring,Landings Catch (Tonnes),1601795.67876342
Atlantic herring,Recreational Catch (Tonnes),3321.72249685
Atlantic herring,Reported Catch (Tonnes),1486652.21843444
Atlantic herring,Subsistence Catch (Tonnes),521.7809446
Atlantic herring,Unreported Catch (Tonnes),135526.501869218
Atlantic herring,bottom trawl Catch (Tonnes),69242.336055279
Atlantic herring,gillnets Catch (Tonnes),45035.557328767
Atlantic herring,longline Catch (Tonnes),242.953343765
Atlantic herring,other Catch (Tonnes),26178.74152226
Atlantic herring,pelagic trawl Catch (Tonnes),660341.788801739
Atlantic herring,purse seine Catch (Tonnes),567589.751306048
Atlantic herring,small scale Catch (Tonnes),76500.115034884
Atlantic herring,unknown Catch (Tonnes),177047.476910912
Atlantic horse mackerel,Artisanal Catch (Tonnes),25257.081239974
Atlantic horse mackerel,Discards Catch (Tonnes),19883.514786937
Atlantic horse mackerel,FishSource Score: Current Stock Health,5.7125
Atlantic horse mackerel,FishSource Score: Fishers Compliance,9.80952381
Atlantic horse mackerel,FishSource Score: Future Stock Health,8.425
Atlantic horse mackerel,FishSource Score: Management Quality,6.175
Atlantic horse mackerel,FishSource Score: Managers Compliance,0.7619047619
Atlantic horse mackerel,Industrial Catch (Tonnes),179836.306851335
Atlantic horse mackerel,Landings Catch (Tonnes),198394.895037593
Atlantic horse mackerel,Recreational Catch (Tonnes),8223.01796283
Atlantic horse mackerel,Reported Catch (Tonnes),131636.433592205
Atlantic horse mackerel,Subsistence Catch (Tonnes),4962.003770391
Atlantic horse mackerel,Unreported Catch (Tonnes),86641.976232324
Atlantic horse mackerel,bottom trawl Catch (Tonnes),33267.143942279
Atlantic horse mackerel,gillnets Catch (Tonnes),386.041074173
Atlantic horse mackerel,longline Catch (Tonnes),378.948246138
Atlantic horse mackerel,other Catch (Tonnes),4.389344117
Atlantic horse mackerel,pelagic trawl Catch (Tonnes),84874.754573648
Atlantic horse mackerel,purse seine Catch (Tonnes),33460.778042227
Atlantic horse mackerel,small scale Catch (Tonnes),37841.330628872
Atlantic horse mackerel,unknown Catch (Tonnes),28065.023973075
Atlantic mackerel,Artisanal Catch (Tonnes),35108.904958651
Atlantic mackerel,Discards Catch (Tonnes),4480.451163341
Atlantic mackerel,FishSource Score: Current Stock Health,8.3
Atlantic mackerel,FishSource Score: Fishers Compliance,10
Atlantic mackerel,FishSource Score: Future Stock Health,6.3
Atlantic mackerel,FishSource Score: Management Quality,5
Atlantic mackerel,FishSource Score: Managers Compliance,4.6
Atlantic mackerel,Industrial Catch (Tonnes),821793.82209606
Atlantic mackerel,Landings Catch (Tonnes),859980.230305006
Atlantic mackerel,Recreational Catch (Tonnes),3355.678804828
Atlantic mackerel,Reported Catch (Tonnes),844501.296476887
Atlantic mackerel,Subsistence Catch (Tonnes),4202.275608807
Atlantic mackerel,Unreported Catch (Tonnes),19959.384991459
Atlantic mackerel,bottom trawl Catch (Tonnes),14530.259943221
Atlantic mackerel,gillnets Catch (Tonnes),2085.471042408
Atlantic mackerel,longline Catch (Tonnes),10369.860164229
Atlantic mackerel,other Catch (Tonnes),13284.979969019
Atlantic mackerel,pelagic trawl Catch (Tonnes),405831.781290043
Atlantic mackerel,purse seine Catch (Tonnes),225979.339575013
Atlantic mackerel,small scale Catch (Tonnes),28201.664907207
Atlantic mackerel,unknown Catch (Tonnes),164177.324577206
Atlantic menhaden,Artisanal Catch (Tonnes),5631.718877499
Atlantic menhaden,FishSource Score: Current Stock Health,9.1
Atlantic menhaden,FishSource Score: Fishers Compliance,10
Atlantic menhaden,FishSource Score: Future Stock Health,8.6
Atlantic menhaden,FishSource Score: Management Quality,8
Atlantic menhaden,FishSource Score: Managers Compliance,6
Atlantic menhaden,Industrial Catch (Tonnes),31268.438296402
Atlantic menhaden,Landings Catch (Tonnes),37772.945385901
Atlantic menhaden,Recreational Catch (Tonnes),872.788212
Atlantic menhaden,Reported Catch (Tonnes),237.977950089
Atlantic menhaden,Unreported Catch (Tonnes),37534.967435813
Atlantic menhaden,bottom trawl Catch (Tonnes),210.1148286
Atlantic menhaden,gillnets Catch (Tonnes),586.446973474
Atlantic menhaden,longline Catch (Tonnes),0.5846346208
Atlantic menhaden,other Catch (Tonnes),4890.31126952
Atlantic menhaden,purse seine Catch (Tonnes),31058.820249199
Atlantic menhaden,small scale Catch (Tonnes),153.879218488
Atlantic menhaden,unknown Catch (Tonnes),872.788212
Atlantic moonfish,Artisanal Catch (Tonnes),4973.215899477
Atlantic moonfish,Discards Catch (Tonnes),1546.586347757
Atlantic moonfish,Industrial Catch (Tonnes),26.752940169
Atlantic moonfish,Landings Catch (Tonnes),3538.955707398
Atlantic moonfish,Recreational Catch (Tonnes),0.227793319
Atlantic moonfish,Reported Catch (Tonnes),2797.655703242
Atlantic moonfish,Subsistence Catch (Tonnes),85.34542219
Atlantic moonfish,Unreported Catch (Tonnes),2287.886351913
Atlantic moonfish,bottom trawl Catch (Tonnes),26.553087662
Atlantic moonfish,gillnets Catch (Tonnes),0.6951609904
Atlantic moonfish,longline Catch (Tonnes),2.561755976
Atlantic moonfish,other Catch (Tonnes),0.1746783934
Atlantic moonfish,purse seine Catch (Tonnes),1.012340683
Atlantic moonfish,small scale Catch (Tonnes),5054.317238131
Atlantic moonfish,unknown Catch (Tonnes),0.227793319
Atlantic redfishes nei,FishSource Score: Current Stock Health,6
Atlantic redfishes nei,FishSource Score: Fishers Compliance,9.625
Atlantic redfishes nei,FishSource Score: Future Stock Health,5
Atlantic redfishes nei,FishSource Score: Management Quality,5
Atlantic redfishes nei,FishSource Score: Managers Compliance,2.5
Atlantic sailfish,Artisanal Catch (Tonnes),936.868579401
Atlantic sailfish,Industrial Catch (Tonnes),1362.708930286
Atlantic sailfish,Landings Catch (Tonnes),2820.818846169
Atlantic sailfish,Recreational Catch (Tonnes),47.689951783
Atlantic sailfish,Reported Catch (Tonnes),2449.370685193
Atlantic sailfish,Subsistence Catch (Tonnes),473.551384698
Atlantic sailfish,Unreported Catch (Tonnes),371.448160975
Atlantic sailfish,bottom trawl Catch (Tonnes),4.1813
Atlantic sailfish,gillnets Catch (Tonnes),83.12409488
Atlantic sailfish,longline Catch (Tonnes),1262.540831278
Atlantic sailfish,purse seine Catch (Tonnes),9.483643066
Atlantic sailfish,small scale Catch (Tonnes),1457.562996808
Atlantic sailfish,unknown Catch (Tonnes),3.925980136
Atlantic searobins,FishSource Score: Management Quality,5
Atlantic searobins,FishSource Score: Managers Compliance,6
Atlantic silverside,Industrial Catch (Tonnes),199
Atlantic silverside,Landings Catch (Tonnes),332.8675647
Atlantic silverside,Recreational Catch (Tonnes),133.8675647
Atlantic silverside,Reported Catch (Tonnes),199
Atlantic silverside,Unreported Catch (Tonnes),133.8675647
Atlantic silverside,purse seine Catch (Tonnes),199
Atlantic silverside,unknown Catch (Tonnes),133.8675647
Atlantic thread herring,Artisanal Catch (Tonnes),7729.839657537
Atlantic thread herring,Discards Catch (Tonnes),59.08832548
Atlantic thread herring,Industrial Catch (Tonnes),5879.342049982
Atlantic thread herring,Landings Catch (Tonnes),14341.262671052
Atlantic thread herring,Recreational Catch (Tonnes),791.1258653
Atlantic thread herring,Reported Catch (Tonnes),12817.79956967
Atlantic thread herring,Subsistence Catch (Tonnes),0.043423713
Atlantic thread herring,Unreported Catch (Tonnes),1582.551426862
Atlantic thread herring,bottom trawl Catch (Tonnes),2379.708632469
Atlantic thread herring,gillnets Catch (Tonnes),1874.973556589
Atlantic thread herring,longline Catch (Tonnes),112.476757239
Atlantic thread herring,other Catch (Tonnes),41.339524101
Atlantic thread herring,purse seine Catch (Tonnes),1517.541363604
Atlantic thread herring,small scale Catch (Tonnes),7666.8422977
Atlantic thread herring,unknown Catch (Tonnes),807.46886483
Atlantic white marlin,Artisanal Catch (Tonnes),104.653704911
Atlantic white marlin,Industrial Catch (Tonnes),139.628799389
Atlantic white marlin,Landings Catch (Tonnes),505.941803672
Atlantic white marlin,Recreational Catch (Tonnes),261.659299372
Atlantic white marlin,Reported Catch (Tonnes),260.554357907
Atlantic white marlin,Unreported Catch (Tonnes),245.387445765
Atlantic white marlin,bottom trawl Catch (Tonnes),1.732775695
Atlantic white marlin,gillnets Catch (Tonnes),14.84157
Atlantic white marlin,longline Catch (Tonnes),122.669420258
Atlantic white marlin,purse seine Catch (Tonnes),0.385033436
Atlantic white marlin,small scale Catch (Tonnes),366.313004283
Australian bonito,Industrial Catch (Tonnes),0.09
Australian bonito,Landings Catch (Tonnes),0.09
Australian bonito,Reported Catch (Tonnes),0.09
Australian bonito,other Catch (Tonnes),0.0045
Australian bonito,pelagic trawl Catch (Tonnes),0.0675
Australian bonito,purse seine Catch (Tonnes),0.018
Australian salmon,Artisanal Catch (Tonnes),100.93217938
Australian salmon,Industrial Catch (Tonnes),1350.622653254
Australian salmon,Landings Catch (Tonnes),3245.673774966
Australian salmon,Recreational Catch (Tonnes),1750.9925039
Australian salmon,Reported Catch (Tonnes),1451.554832634
Australian salmon,Subsistence Catch (Tonnes),43.126438432
Australian salmon,Unreported Catch (Tonnes),1794.118942332
Australian salmon,bottom trawl Catch (Tonnes),0.135
Australian salmon,gillnets Catch (Tonnes),0.05
Australian salmon,purse seine Catch (Tonnes),847.64265005
Australian salmon,small scale Catch (Tonnes),1895.051121712
Australian salmon,unknown Catch (Tonnes),502.795003204
Bali sardinella,Artisanal Catch (Tonnes),29927.304591178
Bali sardinella,Discards Catch (Tonnes),6961.17178915
Bali sardinella,FishSource Score: Fishers Compliance,5.218309859
Bali sardinella,FishSource Score: Management Quality,5.781690141
Bali sardinella,FishSource Score: Managers Compliance,5.478873239
Bali sardinella,Industrial Catch (Tonnes),156139.637009527
Bali sardinella,Landings Catch (Tonnes),179105.769822601
Bali sardinella,Recreational Catch (Tonnes),1.10463e-05
Bali sardinella,Reported Catch (Tonnes),174224.302969162
Bali sardinella,Unreported Catch (Tonnes),11842.638642589
Bali sardinella,longline Catch (Tonnes),31917.715768366
Bali sardinella,purse seine Catch (Tonnes),123703.639217237
Bali sardinella,small scale Catch (Tonnes),29631.422625948
Bali sardinella,unknown Catch (Tonnes),814.1640002
Banded rudderfish,Artisanal Catch (Tonnes),428.518901
